content,label,score
aplikasi rusak tidak dapat guna,negative,97.978%
aplikasi perintah paling sempurna patut acung kont,positive,98.242%
sudah x hpus data kali install tetep ga bisa login,negative,59.442%
guna jam doang besok ga bisa masuk lagi,negative,95.228%
terlalu gagal utk jadi aplikasi bantu sulit tugas si rekap percuma tekhnologi maju buat gin aja gabisa,negative,99.721%
aplikasi bisa batu si rekap rekap lebih cepat paham,neutral,55.085%
jaring normal tapi login tidak bisa,neutral,97.357%
apk nya tidak bisa login inimah bikin tambah ribet,negative,99.619%
sekali log in sudah tidak bisa pakai lagi,neutral,52.358%
aplikasi parah penuh bug error,negative,99.782%
alhamdulillah sudah bisa login karena sudah update baruu terima kasih,neutral,96.447%
masih banyak kendala seperti tidak bisa inisial perangkat,neutral,74.475%
knp tiba log out gk bisa log in lagi harus gmn,negative,84.161%
kena tidak bisa masuk login,negative,52.013%
buat sering mungkin agar akses lebih cepat,neutral,98.677%
kualitas nya sangat sangat kurang,negative,99.626%
susah login udah mepet milu malah gabisa pake,negative,99.097%
definisi cara mudah sulit diri ya aplikasi,negative,95.197%
tidak ada terang daftar jadi gak bisa masuk,negative,58.799%
aplikasi belum siap tapi harus pakai saat milu,neutral,99.230%
telah update baru bisa login mantap,neutral,80.284%
sudah hari coba data tak bisa masuk juga,neutral,81.750%
aplikasi gak bisa log in sulit,negative,99.345%
apk bagus tp baru login ribet susah minta ampun apalagi besok saat hari h laksana kayak pliss tolong baik sistem jangan nambah bebas tugas kpps,negative,99.298%
mudah an dgn ada nya aplikasi milu dpt selenggara dgn lancar jurdil,positive,93.578%
tdk bisa guna sulit aplikasi,positive,47.046%
aplikasi belum layak guna servernya tingkat,negative,99.319%
aplikasi proyek biaya besar minim manfaat,negative,99.337%
guna aplikasi aktivasi akun belum bisa,neutral,99.745%
link langsung kpu tp apk tdk bisa buka,neutral,98.167%
tidak bisa login sampai hari ga ada maju,negative,97.617%
sini apknya jalan lancar tidak ada kendala apa,neutral,50.550%
gabisa login padahal udah aktifin sandi layar sidik jari android,neutral,87.573%
banyak banget kendala tolong baik lagi biar ntar pas hari h tidak erorrrrr,negative,87.666%
versi aplikasi sudah tidak laku,negative,99.672%
error teruss gmn ngak bisa log in udh hari,negative,99.169%
aplikasi sulit bukan mudah,negative,99.729%
error tidak bisa upload gambar,negative,99.034%
masuk susah habis baharu login ulang,negative,93.607%
telah update versi baru tidak bisa login username invalid,neutral,99.575%
sudah bagus tidak perlu tingkat cukup sampai versi,negative,46.772%
tolong mudah lagi agar tidak error terus,negative,81.372%
belum bisa login selalu muncul invalid username or password,neutral,99.789%
aplikasi bantu kerja jadi lebih mudah,neutral,50.844%
bagus tapi tidak ada flash pas buka kamera,negative,96.062%
tidak bisa masuk lelet sering down server,negative,99.182%
bisa instal tapi sulit sign in,negative,96.192%
min aplikasi tidak bisa di-update per november,neutral,99.595%
tidak dapat update,negative,98.892%
app yg tidak bisa fungsi dgn baik alias app gagal,negative,98.273%
loginnya susah banget tolong baik apknya,negative,98.601%
susah login tolong baik aplikasi,negative,75.331%
kenapa telah update malah gak bisa login,negative,89.382%
telah diupdate malah gak bisa login,negative,82.298%
aplikasi gak bagus kok pakai buat bangsa lucu jasa malu,negative,99.799%
sangat buruk sekali tidak bisa login,negative,99.815%
kurang cepat suka nggk bisa masuk,negative,99.126%
mudah bagus cpet jalan sistem nya,positive,98.192%
aneh habis update kog gak bisa login lagi,negative,99.662%
aplikasi belum layak guna proses inisial gagal dapat sertifikat digital,negative,54.340%
telah diupdate malah gak bisa login,negative,82.298%
login sudah bisa tpi saat masuk cek proses masih belum bisa,neutral,99.481%
tolong baik lagi banyak yg tdk bisa login,neutral,59.329%
gagal login terus aplikasi gk guna,negative,99.388%
aplikasi gak jelas padahal linknya langsung kpu  parah,negative,99.740%
mudah buat login y kalo kaya gin gmna mau kerja cepat,negative,43.087%
bagus aplikasi mudah operasi,positive,98.654%
aplikasi tidak bisa buka guna,negative,61.068%
lumayan aksesx masuk tpi alhamdulillah tdk ada usaha sabar sia- sia,negative,97.492%
makin depan makin susah aplikasi,negative,99.362%
hambat kerja apa foto puluh kali ga scan,negative,99.799%
sudah install tapi ga bisa sudah guna,negative,64.777%
banyak bug aplikasi tidak matang,negative,99.711%
kenapa ya kok invalid username or password terus saat buka,neutral,94.251%
kalau bisa sulit buat mudah,negative,99.522%
aplikasi tidak lancar error terus,negative,99.519%
aplikasi banyak bugs nya segera baik,negative,99.463%
aplikasi eror tak bisa guna baik,negative,98.937%
manfaat mudah guna produk lokal nih bos,positive,98.536%
terlalu paksa bukan mudah malah ribet,negative,99.741%
aplikasi sampah error nggk bisa guna,negative,99.185%
aplikasi buruk erorr tidak bisa akses,negative,99.531%
sangat sulit login kurang bagus,negative,99.764%
update baru tidak bisa login,neutral,93.130%
selalu gagal dapat sertifikat digital mohon bantu,negative,64.539%
ni aplikasi sampah ya gak ada bagus masuk gak bisa,negative,99.324%
tuju aplikasi adl mudah tp nyata silah simpul sendirj,neutral,74.461%
pel atuh ah sakit pilpres sampe sekarang sama aja serius dikit napa tim it nya ngelawak gmn akun duluan yg kirim sementara apk nya msh lawas,negative,99.640%
aplikasi masih belum siap harus segera baik,neutral,79.697%
aplikasi rusak banyak error terus sulit milu,negative,99.786%
login aja sulit apalagi pas input hari h,negative,99.392%
kenapa tidak bisa masuk banyak kemdala mohon baik lagi,neutral,41.856%
sudah bolak balik download tetep gk bisa buka,negative,96.655%
mohon tunjuk tiap kali masuk aplikasi token invalid,neutral,99.765%
aplikasi bagus tp sayang tidak bisa login,neutral,55.538%
aplikasi belum layak tolong baik,negative,99.229%
gagal dapat sertifikat digital selalu begitu,negative,99.513%
aplikasi nya eror proses nya lama banget,negative,99.774%
update jadi tidak bisa login t t,negative,55.217%
ga bisa buka harus masuk dulu tambah mu dur lagi,negative,97.019%
malah sulit gagal login terus,negative,99.600%
gagal terus mau masuk gagal dapat kunci digital,negative,99.322%
kurang fitur autofokus kamera,negative,75.486%
sangat mudah fahami cepat ajar terima kasih sirekap,positive,98.088%
loading gambar terlalu lama,negative,99.812%
kenapa mau login selalu invalid password,neutral,98.131%
tolong mantap susah sekali loging,negative,99.558%
tidak bisa registrasi pokok jelek banget,negative,99.844%
tambah alam bidang teknik komputer jaring terima kasih aplikasi,neutral,60.640%
tingkat lagi ajar jangan banyak main,negative,99.385%
telah diupdate malah gak bisa masuk,negative,83.599%
habis update tidak bisa login,neutral,75.688%
terlalu maksa nih apk masih versi trial,negative,99.640%
sangat sulit ketika masuk kode autentik gagal terus,negative,99.220%
aplikasi belum layak pakai masih versi alpha sudah release,neutral,82.340%
apl kurang bagus banyak bug,negative,99.760%
tolong apk nya benar benar siap,neutral,93.902%
tolong tidak bisa login samasekali,neutral,82.254%
ko salah intalasi aplikasi terus,negative,99.204%
susah login invalid trus mohon baik,neutral,88.219%
alhamdulillah tadi loading terus akhir lancar,positive,97.261%
sirekap bagus kurang simpang data,negative,97.439%
aplikasi sidi update malah tidak bisa login,neutral,69.952%
ada aplikasi bukan mudah malah jadi tambah runyam hadehh,negative,61.001%
masih butuh banyak sekali baik aplikasi,neutral,96.480%
ayoo semangat perbaikii bug error,negative,95.777%
tadi mudah kok malah sulit masuk aplikasi,negative,98.933%
telah diupdate mlah gk bisa login,negative,81.807%
suruh aktif kunci layar buka aplikasi,neutral,99.722%
selalu gagal otentikasi udah bingung minta solusi,negative,98.992%
tidak bisa login masalah terus,negative,98.089%
aplikasi sangat bagus mudah d jangkau,positive,99.568%
terlalu lama baca dokumenya,negative,99.777%
pak minta link buat aktivasinya sdh mepet link belum dapat,neutral,99.712%
telah update dr versi jadi tidak bs login,neutral,99.089%
kurang bagus jaring sangat tidak bantu,negative,99.791%
aplikasi masih belum bisa operasi,neutral,98.479%
sudah bisa login mudah an ga ngblank servernya,neutral,95.567%
aplikasi lot kadang sering eror,negative,98.883%
kira lebih susah cara pake nya nyata lebih susah saat masuk,negative,98.240%
telah update tidak bisa login,neutral,98.670%
mudah tanggal februari nanti sirekap ada baik-bail,neutral,54.058%
rakyat biasa tidak akses masuk hanya utk ecek data,negative,60.897%
admin knp masih blm bisa login telah update versi,neutral,93.890%
telah update malah ga bisa login gimana,negative,93.772%
masih banyak guna sirekap yg gagal saat login,negative,62.584%
baik fitur update lebih canggih,positive,94.833%
susah login sidik jari ga bs baca aplks baik,negative,95.761%
dah update malah gak bisa log in,negative,91.170%
tidak bisa edit hasil tidak sesuai foto c hasil saran cukup kirim file pdf kualitas foto awal hrd tinggi,negative,85.493%
acara se penting msh bnyak bug dmn,negative,54.806%
aplikas susah login terus eror server nya,negative,99.614%
bukan mudah malam susah kalau gak siap jangan paksa,negative,99.024%
hahahahaha hp bagus internet kencang masih gak bisa login,negative,91.493%
lama tidak bisa login memory lega,negative,98.606%
gk bisa d guna sekira nya sistem nya blum siap jangan d paksa daripada nanti mlah jdi kacau,negative,99.540%
update terus malah sekarang ngk bisa login,neutral,88.200%
aplikasi nya sulit login pasword udah bener,negative,99.128%
susah login sampai sekarang tidak bisa telah ada baharu,negative,98.856%
kalau lupa password login bagaiamana cara bikin password baru,neutral,96.082%
mantap lebih mudah pasu kece data,positive,99.491%
kok menu daftar akun tdk muncul,neutral,75.315%
masih banyak error gabisa login,negative,98.334%
tiba tiba log out tdk bisa akses,neutral,62.764%
coba dulu karena susah kali masuk nya masih banyak error,negative,96.517%
bukan mudah suasana malah parah masalah,negative,99.592%
aplikasi nya tidak pada buat sulit,positive,99.268%
maaf belum kenapa akun tidak bisa masuk gimana cerita yg udah bisa masuk kok gw sendiri yg belum bisa masuk ada,negative,75.841%
baik siap dulu aplikasi baik mungkin baru promosi,neutral,80.805%
kalau diupdate versi yg baru tidak hilang c hasil yg sudah foto,neutral,96.705%
aplikasi luar mutu kualitas,negative,92.720%
aplikasi gimana mau masuk aja susah minta ampun mending pake versi web aja ribet kayak gin,negative,99.463%
aplikasi ga jalan bos loading terus,negative,99.574%
aplikasi terlalu paksa guna padahal belum siap,negative,99.544%
susah log in tolong baik lagi,negative,99.452%
apk eror keluar sendri saat simulasi mohon tunjuk,neutral,95.988%
kalo belum bisa jangan paksa bukan mudah aplikasi sulit guna,negative,99.300%
apk ga bisa masuk akun mohon baharu,neutral,94.594%
buat aplikasi ya tidak komitmen aplikasi sampai hari h juga pasti ubah lagi,negative,96.042%
susah masuk harus tingkat lagi aplikasi,negative,99.429%
aplikasi sangat keren mudah guna stabil,positive,99.568%
telah update baru aplikasi sudah dapat guna kembali benar,neutral,99.323%
susah login nya baik tidak usah guna saat milu nanti,negative,99.505%
saat login susah username password invalid terus padahal sudah sesuai pesan kirim kpu,negative,88.841%
aplikasi buruk sekali mau log in sulit sekaliii,negative,99.785%
aplikasi belum layak pakai masih tahap kembang malah rilis,negative,58.381%
udah bolak balik daftar tapi gk bisa udah liat tutorial youtube gk bisa selesai,negative,97.336%
malah tidak bisa login awal lancar tetapi sekarang ga bisa,negative,97.932%
awal awal bisa buka hari nggak bisa padahal username password sudah sesuai,neutral,98.812%
masih ada kendala instalasi tolong bantu mudah instalasi,neutral,98.345%
gak bisa login jangan sampe pas laksana milu masih masalah,negative,93.032%
terlalu banyak masalah aplikasi aplikasi jelek,negative,99.827%
kalau bisa bikin susah buat mudah,negative,99.483%
proses gambar terlalu lama,negative,99.782%
aplikasi bagus tapi sayang banget server down terus,negative,98.309%
cukup lumayan sedikit kesal sudah login,negative,99.720%
aplikasi tidak bisa guna bobrok bobrok bobrok,negative,99.454%
banyak kendala seperti blum siap sudah paksa terbit,negative,97.918%
udah kasih username password malah gak bisa login,negative,85.795%
stuck pinger print gaberes banget apps perintah nih,negative,99.387%
aplikasi nya eror tidak bisa login,negative,99.139%
sudah masuk versi bgni di-update tdk bisa masuk,neutral,91.976%
ayoo juang terus karya baik aplikasi nya moga hasil,positive,74.821%
habis upgrade gak bisa masuk lagi,negative,84.714%
sangat sangat sayang sekali aplikasi login tdk bisa,negative,98.580%
telah update sampe skrg blm bs login,neutral,99.388%
tidak bisa buka versi aplikasi tidak bisa guna,neutral,74.591%
inisial susah banget sampe sekarang gabisa masuk moga hari h ga lot gin,negative,98.926%
tambah berat aplikasi bosss susah login,negative,99.679%
aplikasi paling bodoh tiap mau login tetap username sandi salah kata,negative,99.705%
rudettttt padahal jaring udh bagus android versi,negative,64.232%
selalu gagal dapat kunci degital padahal sudah guna sidik jari mohon bantu,neutral,65.992%
sekarang gagal login malah muncul registrasi perangkat,neutral,73.770%
akun si rekap ngak bisa loading tlong baik,negative,99.552%
tidak bisa terlalu lelet,positive,99.304%
aplikasi sistempaling buruk panjang gelar pilih umum,negative,90.853%
proses insialisasi nya lama timeout terus,negative,99.475%
sangat sulit login,negative,99.747%
login nya susah kenapa yah ada salah saat login pertama atau gmn ya,negative,93.464%
aplikasi bagus harap diupdate versi baru,neutral,98.193%
aplikasi yg asal jadi benar jauh panggang api,negative,98.139%
dar informasi buat admin moga servernya bisa baik luas akses internet nya,positive,90.965%
awal muncul si rekap tahun tuk login ny lelet bngt tetap sama jga,negative,99.392%
sudah coba kali kali tapi tetap tidak bisa log in,neutral,96.090%
moga tetap lancar sinyal,positive,89.456%
aplikasi kendala terus gimn hasil akhir,negative,69.797%
kalau emang ngak siap pakai masih banyak salah ngak usah pakai aplikasi,negative,93.263%
aplikasi masuk louding terus gak masuk,neutral,82.034%
