content,score,label
lagu lama tiap kali dekat hari laksana selalu masalah,99.111%,negative
udah v masih eror juga masih invalid username password padahal sudah jelas benar next update dibenerin jgn sampai waktu laksana malah banyak bug server eror atau yg nya harus offline aja daripada mobile kyk gin malah ga efisien,99.741%,negative
ga guna,99.727%,negative
memang butuh banyak sempurna verifikasi terlalu lama kalau harus ambil foto ulang aplikasi sedang plano asli sudah dalam kotak yg segel sudah kirim camat buka kembali kotak suara prosesurnya ga mudah,99.448%,negative
udah bisa login versi baru cuman kenapa hp gw ultrawidenya yg dipake udah ultrawide android jelek malah harus scan dolumen lg yg ga tau nnti jelas engga ,98.420%,negative
klo masih uji coba jangan guna bikin ribet kpps aplikasi gak bisa log in bikin jengkel murka,99.740%,negative
telah lihat hasil beranta jadi tanya usaha yg kembang apk kpu harus transparan krn negara skrg jadi negara nepotisme,94.432%,negative
mas ngebak jaring tiap masuk apk jaring tidak stabil tapi telah keluar apk jaring normal kembali tolong la developer tinjau kembali apk nya susah login juga,98.580%,negative
gajelaa,99.580%,negative
gagal terus login,99.396%,negative
tanggal bisa buka kok skrg malah g bisa gmn sih,89.550%,negative
aplikasi kurang mantap,99.610%,negative
aplikasi nasional kok sperti,42.734%,negative
aplikasi malu,99.793%,negative
susah loginn,99.702%,negative
sistem selalu tidak bisa akses sudah hapus data cache tetap error akses jam sepi juga tetap tidak bisa,99.172%,negative
malah susah masuk,99.678%,negative
kasih bintang biar beda,65.557%,negative
kalau bisa sulit kenapa harus mudah,96.349%,negative
susah anggota kpps sirekap apk lot gimana nanti h tgl nya tolong baik cepat mungkin,94.257%,negative
aplikasi sampah bikin susah rakyat,99.704%,negative
pilpres apk sudah bukti bikin pusing kpps sekarang pilkada apk pakai lagi kasi kpps buang waktu isi hasil,99.474%,negative
raimuuu nyusahke wong akeh ae,99.564%,negative
sedikit kecewa tidak siap selenggara sedia aplikasi padahal tenggang waktu belum milu sangat panjang kembang aplikasi justru kes tunjuk tidak siap selenggara sedia aplikasi kendati demikian tetap apresiasi ada aplikasi meski penuh tidak siap,95.908%,negative
kenapa semua komentar jelek ya kalaw tak mudah kenapa siiiih harus buat susah,99.367%,negative
gak sesuai harap,99.747%,negative
forma low,98.817%,negative
bukan mudah malah sulit baru mau login aja udah sukit saat server sepi apalagi besok saat hari h,99.591%,negative
susah login gimana padahal bentar lagi pilih kalo clear data gimana ya udah hapus chance nya tetep gak bisa login,98.396%,negative
error tidak bisa upload gambar,99.034%,negative
gak betul tean out terus,99.660%,negative
aplikasi ya sering logot terus kenapa ya,91.144%,negative
selalu gagal login tulis gagal inisial,99.245%,negative
sampe sekarang masih sama kendala lagi tambah ruwet tp apknya ngga dukung,99.770%,negative
mau bikin aplikasi biar cuan ya bos bikin aplikasi dekat dekat hari milu ya biar anggar bisa pake bikin aplikasi gak genah minta update mulu tapi gak bisa pake sama sekali malu sikit,99.670%,negative
sampis error error terus apk jelek najiss ambil wudhu lagi tiap buka aplikasi,99.751%,negative
ga bisa login padahal dapet chat kpu emang gin ya nasib jadi admin si rekap,95.932%,negative
tolong pak appnya baru lagi akun sudah jadi app jika hapus data atau diuninstall mau log in kembali jadi nggak bisa masuk sangat rawan soal nggak ada tombol lupa sandi juga,89.525%,negative
apk gaguna,59.039%,negative
aplikasi tak pantas,99.699%,negative
gk siap blasssss,99.755%,negative
dua kata capek nunggu,99.612%,negative
login ja susah,99.621%,negative
kenapa aplikasi versi tidak bisa guna lagi solusi,74.529%,negative
harus ada moderenisasi akan banyak tingkat mudah tapi login susah pas awal sudah hasil tapi ketika sudah update malah data kpps pindah kpps tidak bisa login sampai sekarang,99.031%,negative
kamera buat upload hasil jelek,99.833%,negative
coba upload beberapa c hasil latih baru beberapa foto tp cache yg tinggal simpan lumayan cukup besar juga perlu jaring internet yg bener jos krna telah klik detail nyata foto gagal unggah,80.447%,negative
aplikasi sangat burukkkkkkk,99.797%,negative
jadi salah saat instilisasi gagal dapat sertifikat digital failed to store private key mohon solusi kait,90.628%,negative
terlalu lambat maszeh,99.613%,negative
aplikasi tolol tidak bisa install,99.627%,negative
apk babi ngaco ga masuk,99.542%,negative
nyesel sya update aplikasi sirekap awal sya sudah bisa masuk tapi telah update aplikasi malah ulang dri awal tidak bisa cepat masuk daan sekar sya bigung,99.674%,negative
aplikasi kelas perintah tingkat tp kaya buat aplikasi receh susah banget buat inisial nya,99.349%,negative
aplikasi ga jelas dipake saat milu ga fungsi,99.459%,negative
kenapa eror mulu si,99.694%,negative
salah laku inisial aplikasi gk jelassss,99.687%,negative
terlalu maksa nih apk masih versi trial,99.640%,negative
ngasih bintang lebih satu punya masalah sih hidup jelas jelas aplikasi ga guna buka mudah malah sulit,99.762%,negative
please segala cara udah gue coba buat login tapi ga bisa mulu tolong cepat baik buat login aja susah minta ampun entah gimana fungsi lain,98.520%,negative
sulit percaya bnyak jadi salah rekapitulasi data input data lambat,99.751%,negative
buang buang anggar milu mending duit dibagiin anggota kpps lumayan buat beli yosinoya porsi,97.776%,negative
please benerin post processing foto c hasil nya temu beberapa hp hasil foto jadi burik pixleated padahal reso sama x an tapi kok hasil nya jadi kaya burik bgt yah terus bug nya beberapa hp circle bar nya muter terus saat kunci dokumen hadeh saran jg nih crud nya tolong terapin gaada edit ama hapus loh opsi tambah saksi pps panwas gimana sih wkwk tambah kita semua manusia kadang juga bisa salah input perlu edit,96.877%,negative
aplikasi sampai belum siap kasihan operator sirekap salah moga depan lebih baik lagi,98.560%,negative
dowloadnya lama saat udah terdowload mau masuk ana susah sekali aplikasi benar udah mau jam bolak balik masuk aplikasi tapi susah bisa masuk selalu muncul jadi salah saat inisial aplikasi gagal dapat sertifikat digital,99.305%,negative
makin depan makin susah aplikasi,99.362%,negative
aplikasine bikin mumet,99.388%,negative
aplikasi harus mudah tapi malah bikin makin ribet pertama coba gak bisa masuk aplikasi terus sekarng susah upload foto gak ferivikasi terus forclose,90.269%,negative
kok nggak bisa login,94.739%,negative
loading login nya,98.177%,negative
lembaga kelas kpu kok mau mau pakai aplikasi seperti,91.174%,negative
ada kesan seperti paksa apk banyak problem sementara waktu milu makin dekat,86.009%,negative
apk tai,99.482%,negative
jelek bangetttr,99.822%,negative
aplikasi bodoh milik negara,99.723%,negative
aplikasi masih banyak bug masalah,99.243%,negative
pas hari h aplikasi sirekap susah guna,98.573%,negative
susah jaring,99.445%,negative
reweeel terus,98.312%,negative
gak bisa upload file sirekap-nya gimana,92.116%,negative
aplikasi susah buka,98.210%,negative
kenapa tetiba malah ga bisa masuk akun sendiri telah ter update sendirinl malah kata nonaktif akun gimana si foto form c yg blom submit gimana klo akun nonaktif ya ga bisa masuk,95.105%,negative
proses aktivasi susah server kerap kali overload sehingga tidak merespon mohon baik baik aplikasi maupun servernya bila memang anggap penting milu,97.764%,negative
maaf banget ya kpu sedih ken nang tadi aplikasi g bisa bisa foto marker kuning g ada pagi sampai mau maghrib harus gimana,99.272%,negative
sampai tanggal belum bisa juga masuk aplikasi selalu error,98.096%,negative
aplikasi jelek login gak bisa gimana nantimya pas hari h kalau kayakk gin ya,99.134%,negative
tidak bisa masuk aplikasi sudah berkakali coba ttp tidak bisa mohon tingkat lagi kualitas apk a login aja susah padahal sinyal full terus internet lancar,98.576%,negative
minimal orang buat aplikasi ok min jangan kek gin susah login lawakkk,48.931%,negative
gimana ya ko kaga bisa login telah update mohon cerah nya,62.177%,negative
seperti ini server negara,90.880%,negative
jadi salah saat inisial aplikasi gitu terus tolong baik,68.416%,negative
proyek buang duit biar kata digitalisasi tapi sumber daya tidak pada,99.574%,negative
jelek kaya servernya,99.837%,negative
aplikasi bloon kalau masih blm siap ga usah sok an luncur dulu aplikasi negara kok kalah sama aplikasi game anak,99.656%,negative
eror mulu,99.767%,negative
aplikasi belum siap sudah paksa mau login aj susah minta ampun,99.737%,negative
oh sirekap oh sirekap,52.730%,negative
aplikasi sering eror login butuh banyak waktu sering jadi salah saat laku inisial perangkat tolong sistem baik,97.485%,negative
sekira belum siap janga terlalu paksa nanti malah akan sulit kpps lapang manual tak penting hasil nyata,99.479%,negative
aplikasi macam fefeq bikin emosi,98.534%,negative
aplikasi prematur udah berpa kali revisi masih aja belum beres,94.371%,negative
masih kurang layak tolong baik tentu pimpin tahun bukan main game,98.391%,negative
sangat sulit,99.645%,negative
aplikasi kalian buat kpu adalah aplikasi paling buruk pernah ada kalau standart nya aplikasi kalian buat sama game offline mario bros tahun an,99.759%,negative
sangat tidak bantu proses milu,99.770%,negative
bijak elit aplikasi syulitttt cuaxxx,58.332%,negative
susah login sampe sekarang,99.676%,negative
mohon agar benah kembali aplikasi sangat belum layak karena pas unggah sering keluar sendiri kamera juga sangat burem mohon agar ada menu langsung upload foto agar hasil gambar lebih jelas jernih,92.001%,negative
sungguh sulit siksa buang waktu server busuk masak hari h kagak bisa sama sekali buat upload,99.776%,negative
aplikasi banyak x kurang,92.890%,negative
haduhhh lot parah,99.755%,negative
ada ganjil hitung ada salah baca cuman centang doang tanpa koreksi tidak seperti halaman sama bisa koreksi halaman hitung tidak bisa koreksi,59.947%,negative
buang buang duit negara aja bikin aplikasi kaya gin cacat,99.767%,negative
sirekap bagus kurang simpang data,97.439%,negative
apk masih terlalu sering eror,99.631%,negative
klo udah kunci ga bisa edit tiap bimtek harus hapus data apk kaya gin pake sama negara bukan nya mudah sulit,98.954%,negative
aplikasi erorr,99.690%,negative
pakai aplikasi bukan nya bikin simpel tp koq mkin ribet apalagi photo nya sllu gagal ,97.998%,negative
si rekap anjjjjjjjjjjjjj bikin kesel tigas kmbg,99.710%,negative
timeout ga bisa login,64.711%,negative
klo memang cm simulasi login aja sulit,99.418%,negative
belum coba,97.085%,negative
udah download malah gabisa,98.884%,negative
loading jam ga bisa masuk aplikasi khawatir tgl juga sama ,94.260%,negative
loading unlimited,83.932%,negative
tidak jalan android padahal sudah android,97.246%,negative
susah masuk akun sirekap,99.674%,negative
maaf belum kenapa perangkat ram internal belum bisa login selalu gagal dapat sertifikat digital sedang coba perangkat internal atas akun baru bisa login tolong ram internal lebih kecil jangan sulit belum terimakasih,72.064%,negative
siap aplikasi kurang matang bisa bilang aplikasi kemarin sore bukan mudah malah bikin tambah ruwet haduhhh,98.901%,negative
awas aja pas hari h loading ngehambat kerja kpps buru baik,99.547%,negative
aplikasi nya kurang pada banyak kurang lagi sekarang jaman teknologi harus mudah malah sulit,99.313%,negative
aplikasi sampah buang buang waktu lucunyaaaa,97.625%,negative
buruk ga bayang nanti pas hari h down pasti harus aplikasi buat sejak tahun yg lalu biar pas laksana bener manfaat,85.823%,negative
busuk,99.800%,negative
tolong baik masa tinggal hitung hari susah banget login aja,97.256%,negative
aplikasi masih error,99.276%,negative
aplikasi jelek mohon segera baik lagi,99.270%,negative
kalau belum siap jangan paksa baru masu log in aja susah,99.240%,negative
saat foto c hasil sangat buram tidak bisa fokus beda saat foto daftar hadir tanda terima mohon baik malam karena besok harus sudah bisa guna guna lancar kerja sirekap terimakasih,78.272%,negative
ok namun butuh agak cepat bro,47.116%,negative
kemarin sudah download log in pas hari cek versi aplikasi tidak layak lagi khawatir nanti pas hari h nya takut kaya gin tolong developer perhati lagi,98.270%,negative
loading lama banget padahal cuma mau login doang minimal kalo blm siap jangan pake bikin susah anggota kkps aja harus cepet eh malah jadi lama gara nunggu scan gak jelas,99.760%,negative
bikin nyiksa orang sajah,99.689%,negative
aplikasi negara malah bikin asal asal cuma jadi sumber masalah tugas negara,99.516%,negative
lama proses,99.306%,negative
kutat lagi sama apk gajelas telah milu presiden,99.711%,negative
ngga guna,99.498%,negative
masih maintenance kah kok versi tidak bisa guna,93.402%,negative
bodol aplikasi,99.779%,negative
udah hari tetap gak bisa login pdhl udah dekat milu nanti kalo hari h aplikasi error gimana ,95.069%,negative
gk bisa masuk,99.381%,negative
habis update malah gk bs login terang sandi salah kocak acara besar milu serentak tp aplikasi nya gk bs serentak kocak agak ragu aman server data rawan retas,99.590%,negative
sangat sangat ribet tak bisa masuk,99.401%,negative
aplikasi cacat belum pake umum lu tes dulu uji coba dulu kocak,99.377%,negative
susah sekali autentikasi,99.697%,negative
app sangat buruk sekali,99.807%,negative
entah apk yg ribet atau pps nya yg gajelas informasi,99.640%,negative
terlalu maksa aplikasi masih cacat parah malah nyusahin guna,99.820%,negative
aplikasi sangat bagus sulit guna,98.219%,negative
masih kendala sama eror saat login,88.977%,negative
aplikasi belum siap luncur bingung guna susah masuk bandwidth kecil kenapa jadi,98.851%,negative
sekira belum matang lebih baik matang dulu kalau masih mentah suguh masyarakat ada sangat beban mental tugas lapang,98.843%,negative
benar buat kesal sama apk gak paham deh gimana hari h nya gak bayang servernya dipake se-indonesia raya mudahn bisa capat baik dgn baik benar,97.470%,negative
tolong segera baik terlalu lama loading nya,99.531%,negative
apk blm siap mah tapi yg jadi kelinci coba kpps sori yeee i don t care jadi,92.594%,negative
gajelasssdd,99.764%,negative
bagi sy sirekap bkn bantu meringankn kerja tp tambah sulit kerja,98.398%,negative
aplikasi ngabisin kuota gx guna sama sekali gimana mw gunain aplikasi kalau loadingnya hari hari kalau belum siap era digitalisasi mending tulis tangan atau pakai calculator aja harus bimtek udah bisa gunain aplikasi malah aplikasi gx ada guna,99.185%,negative
busuk aplikasi cacat banyak korupsi nih,99.829%,negative
eror,99.764%,negative
aplikasi sudah lumayan bagus tapi sangat sayang kualitas kamera aplikasi pecah takut sulit saat aktifitas pengaplotan data hari h,93.105%,negative
aplikasi tunggang,81.449%,negative
